#OTU ID,16SNODNA,16SPCRNC,16SPOST05801,16SPOST05802,16SPOST05803,16SPOST05804,16SPOST05805,16SPOST05806,16SPOST05807,16SPOST05808,16SPOST05809,16SPOST05810,16SPOST05811,16SPOST05812,16SPOST60101,16SPOST60102,16SPOST60103,16SPOST60104,16SPOST60105,16SPOST60106,16SPOST60107,16SPOST60108,16SPOST60109,16SPOST60110,16SPOST60111,16SPOST60112,16SPOST60301,16SPOST60302,16SPOST60303,16SPOST60304,16SPOST60305,16SPOST60306,16SPOST60307,16SPOST60308,16SPOST60309,16SPOST60310,16SPOST60311,16SPOST60312,16SPRE05801,16SPRE05802,16SPRE05803,16SPRE05804,16SPRE05805,16SPRE05806,16SPRE05807,16SPRE05808,16SPRE05809,16SPRE05810,16SPRE05811,16SPRE05812,16SPRE60101,16SPRE60102,16SPRE60103,16SPRE60104,16SPRE60105,16SPRE60106,16SPRE60107,16SPRE60108,16SPRE60109,16SPRE60110,16SPRE60111,16SPRE60112,16SPRE60301,16SPRE60302,16SPRE60303,16SPRE60304,16SPRE60305,16SPRE60306,16SPRE60307,16SPRE60308,16SPRE60309,16SPRE60310,16SPRE60311,16SPRE60312,Consensus Lineage
Otu13613,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,1,1,0,0,0,0,0,2,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu5588,0,0,5,3,1,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,3,1,0,5,0,2,0,5,0,0,0,2,0,0,1,0,0,3,3,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
Otu4102,0,0,5,1,0,1,0,0,1,3,0,13,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,2,1,9,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,k__Bacteria; p__Chloroflexi; c__P2-11E; o__; f__; g__; s__
Otu1129,0,0,9,6,0,5,1,4,0,0,9,6,56,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,12,3,5,1,5,4,0,4,1,2,35,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,10,6,0,k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__
Otu7010,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
Otu4956,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,4,5,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu1199,0,0,5,4,0,24,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,139,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu13267,0,0,3,28,8,28,27,7,6,10,5,29,2,12,0,2,0,0,7,4,0,0,1,0,2,0,1,4,2,0,0,2,0,0,25,5,0,0,8,33,8,26,16,1,9,22,0,7,5,19,2,1,3,0,1,6,1,0,0,0,2,1,14,22,1,2,8,25,1,18,2,12,21,8,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu7986,0,0,11,15,6,1,1,13,2,4,3,9,0,18,0,0,0,1,2,4,0,1,1,0,0,0,1,12,0,4,0,0,0,0,1,45,0,0,9,7,7,0,0,11,0,1,5,2,2,8,1,0,5,0,3,12,0,0,0,0,4,3,18,18,4,4,3,7,0,0,8,22,6,6,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
Otu2336,0,0,1,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,4,2,0,5,6,8,4,5,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__S-70; f__; g__; s__
Otu15890,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,k__Bacteria; p__Elusimicrobia; c__Endomicrobia; o__; f__; g__; s__
Otu5819,0,0,1,2,0,0,0,0,0,7,4,2,0,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,2,5,3,4,5,8,0,2,0,1,1,1,0,0,2,1,5,0,1,0,0,0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__
Otu9289,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
Otu7066,0,0,4,5,1,0,1,3,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,3,1,0,1,1,0,2,2,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
Otu3608,0,0,10,3,0,10,0,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,4,12,4,6,0,2,1,6,6,0,2,0,1,0,7,0,0,10,6,8,2,3,5,1,15,3,8,16,5,0,6,1,3,5,6,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
Otu14186,0,0,2,28,3,30,23,17,3,11,12,19,2,12,0,0,3,0,5,3,0,0,0,0,0,0,7,8,2,3,0,0,0,0,4,3,0,0,15,59,8,23,0,36,16,18,0,12,26,17,2,0,0,0,4,13,0,0,0,0,1,0,18,23,2,6,7,17,0,3,4,30,26,2,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
Otu168,0,0,17,24,15,12,51,7,16,18,16,22,3,22,9,67,87,437,87,167,0,168,26,359,185,134,77,5,8,122,20,20,0,21,224,17,0,18,10,31,15,26,16,8,5,19,0,10,9,11,1,0,0,2,3,3,3,1,3,2,7,1,30,4,8,4,1,4,40,3,30,9,37,11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Nonomuraea; s__
Otu4878,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
Otu17275,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella
Otu4207,0,0,3,6,1,2,2,1,1,2,0,2,3,4,1,8,1,0,8,3,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1,1,0,2,0,3,2,5,4,1,0,0,0,1,1,0,0,3,0,0,2,1,1,k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__
Otu3339,0,0,2,0,0,0,9,4,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,7,0,6,1,1,2,3,1,2,2,3,0,0,0,0,0,2,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
Otu5747,0,0,3,2,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,3,0,0,0,1,0,0,2,0,0,1,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]
Otu10505,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
Otu5401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__
Otu14173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
Otu4188,0,0,4,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,3,1,0,2,0,3,5,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
Otu3161,0,0,2,0,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,6,2,6,0,2,0,0,0,3,1,0,0,0,2,0,2,0,0,0,1,0,2,0,3,3,7,1,1,0,2,2,1,2,6,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SB-34; f__; g__; s__
Otu15513,0,0,1,2,9,1,1,8,6,3,12,3,0,6,2,1,0,1,7,14,0,3,10,3,6,3,8,8,18,1,1,2,0,2,12,15,0,0,14,3,8,0,5,5,1,2,0,4,0,9,12,0,4,6,29,12,14,15,3,5,12,4,17,19,14,4,2,11,3,9,9,14,15,6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
Otu2456,0,0,1,2,0,6,0,1,4,3,5,3,2,5,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,21,3,2,6,1,2,2,9,2,0,0,10,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu619,0,0,2,5,0,0,0,1,0,2,1,0,0,0,0,122,23,5,1,1,23,18,69,0,3,112,0,0,0,0,0,0,0,0,40,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__; s__
Otu8784,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
Otu1703,0,0,4,0,0,4,6,9,0,0,7,8,7,0,2,5,5,0,0,7,0,5,19,0,1,1,2,5,0,3,0,0,0,0,0,0,0,0,5,1,11,1,1,6,0,0,8,1,5,1,6,0,5,2,3,5,5,11,31,3,1,5,15,21,37,6,3,0,3,3,16,8,11,15,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__S-70; f__; g__; s__
Otu14443,0,0,2,9,0,1,0,3,3,2,0,0,1,6,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,1,1,2,0,1,1,0,5,3,0,1,2,0,1,0,0,3,0,0,0,1,0,0,4,3,3,4,1,0,0,2,0,0,5,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
Otu3532,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,22,3,3,7,4,1,0,15,6,17,3,0,0,0,3,6,13,3,5,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu5271,0,0,1,2,7,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,2,0,5,0,1,0,0,0,0,0,0,6,1,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
Otu16849,0,0,3,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Kaistia; s__
Otu848,0,0,5,59,32,360,55,178,15,1,77,49,29,36,0,0,2,0,3,0,0,0,1,1,1,0,9,22,0,15,0,1,0,0,11,0,0,0,135,29,41,78,0,112,11,9,15,10,50,54,0,0,1,1,0,2,0,0,0,0,1,0,17,41,33,3,6,6,0,7,10,18,28,5,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu590,0,0,6,39,42,115,15,120,5,26,84,41,8,17,0,1,0,0,0,0,0,0,0,0,0,0,10,33,12,5,0,0,0,0,6,6,0,0,51,12,78,8,0,66,2,5,5,18,21,60,0,0,0,0,0,3,0,0,0,0,1,0,20,22,21,5,7,8,0,3,5,15,12,41,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu10752,0,0,1,0,5,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,2,2,0,0,1,0,10,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,2,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
Otu9765,0,0,13,1,0,2,0,1,3,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0,6,0,5,0,0,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
Otu3779,0,0,1,5,0,0,5,1,0,2,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,6,0,0,0,0,2,0,0,0,4,2,1,0,0,3,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,2,1,4,0,1,0,1,2,1,0,1,0,k__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__
Otu9482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
Otu12423,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,6,0,1,1,1,2,0,1,2,4,5,2,0,0,2,0,1,0,1,3,1,0,k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
Otu3576,0,0,5,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,3,0,0,0,0,0,2,0,0,2,6,1,0,41,1,1,5,2,1,3,4,2,3,3,0,0,4,9,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
Otu3695,0,0,4,13,3,1,17,1,2,0,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,1,2,0,0,0,7,0,1,0,0,0,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
Otu2993,0,0,5,4,1,0,0,3,2,0,2,1,1,3,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,1,1,0,1,0,0,0,2,0,1,3,2,0,2,0,4,2,2,0,0,0,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Nannocystis; s__
Otu1313,0,0,16,9,12,3,9,6,13,3,4,2,11,5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,14,16,2,5,1,2,8,4,2,0,4,4,1,0,1,1,5,3,6,1,4,0,6,10,14,7,0,12,3,2,9,29,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
Otu11367,0,0,1,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
Otu452,0,0,10,66,0,8,5,9,0,0,0,3,0,1,2,4,3,16,2,3,88,8,2,14,49,31,1,2,49,5,54,5,78,147,8,11,56,228,0,6,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,2,0,0,0,1,0,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Symbiobacteriaceae; g__Symbiobacterium; s__
Otu3255,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,25,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
Otu2128,0,0,2,4,43,0,25,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0,0,1,0,0,18,2,2,1,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,4,0,3,13,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu2368,0,0,16,0,1,1,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,2,2,2,0,0,6,1,2,6,2,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
Otu1353,0,0,1,8,12,10,4,11,10,12,8,21,6,6,3,15,30,20,32,48,0,31,40,13,9,17,9,10,0,0,0,0,0,0,15,6,0,0,33,23,11,9,6,29,12,33,5,11,10,18,31,0,20,21,20,19,20,30,1,21,44,23,7,12,3,1,4,7,2,20,7,11,27,15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu4024,0,0,2,3,0,0,0,3,4,8,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu4196,0,0,1,0,1,0,0,3,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,4,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,4,1,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium; s__ochraceum
Otu11804,0,0,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu1413,0,0,1,1,8,0,0,10,3,3,3,8,0,10,0,0,1,0,4,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,9,0,5,8,2,10,2,7,0,19,0,17,0,0,0,0,0,1,0,0,4,4,6,1,0,5,10,5,0,44,0,55,60,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
Otu264,0,0,6,11,46,7,57,41,10,49,18,61,7,25,0,21,11,0,25,35,0,1,10,0,3,3,63,67,2,27,9,13,0,3,73,14,0,0,56,22,22,3,122,34,11,101,0,16,4,19,7,0,17,10,53,34,7,2,3,10,37,33,127,89,25,14,80,161,49,139,27,194,85,67,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
Otu3990,0,0,1,0,0,0,0,1,6,6,1,0,0,0,0,1,0,0,0,0,0,0,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,1,5,0,8,2,1,3,0,0,4,2,3,15,2,1,0,0,4,5,1,3,1,0,11,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
Otu6785,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,4,0,1,2,0,2,0,1,2,1,0,0,0,0,1,2,5,1,0,3,0,0,0,2,0,3,0,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__MVP-88; f__; g__; s__
Otu5519,0,0,1,0,0,0,1,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,2,0,4,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
Otu18047,0,0,4,6,0,0,0,3,1,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,9,7,2,2,0,2,4,0,1,4,0,0,0,6,3,3,2,5,0,2,4,0,0,6,4,7,3,7,9,0,2,2,5,0,11,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
Otu5265,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,2,3,0,6,2,1,0,3,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
Otu6062,0,0,3,9,0,0,1,2,7,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,0,2,1,1,1,0,2,3,9,6,0,2,2,22,19,2,0,2,0,1,1,2,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu6395,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
