#OTU ID,16SNODNA,16SPCRNC,16SPOST05801,16SPOST05802,16SPOST05803,16SPOST05804,16SPOST05805,16SPOST05806,16SPOST05807,16SPOST05808,16SPOST05809,16SPOST05810,16SPOST05811,16SPOST05812,16SPOST60101,16SPOST60102,16SPOST60103,16SPOST60104,16SPOST60105,16SPOST60106,16SPOST60107,16SPOST60108,16SPOST60109,16SPOST60110,16SPOST60111,16SPOST60112,16SPOST60301,16SPOST60302,16SPOST60303,16SPOST60304,16SPOST60305,16SPOST60306,16SPOST60307,16SPOST60308,16SPOST60309,16SPOST60310,16SPOST60311,16SPOST60312,16SPRE05801,16SPRE05802,16SPRE05803,16SPRE05804,16SPRE05805,16SPRE05806,16SPRE05807,16SPRE05808,16SPRE05809,16SPRE05810,16SPRE05811,16SPRE05812,16SPRE60101,16SPRE60102,16SPRE60103,16SPRE60104,16SPRE60105,16SPRE60106,16SPRE60107,16SPRE60108,16SPRE60109,16SPRE60110,16SPRE60111,16SPRE60112,16SPRE60301,16SPRE60302,16SPRE60303,16SPRE60304,16SPRE60305,16SPRE60306,16SPRE60307,16SPRE60308,16SPRE60309,16SPRE60310,16SPRE60311,16SPRE60312,Consensus Lineage
Otu5625,0,0,4,1,0,1,0,2,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,11,4,3,1,2,0,1,0,1,1,0,1,0,0,0,1,0,4,2,1,0,0,0,0,2,1,30,2,0,2,0,1,4,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
Otu8982,0,0,2,3,0,0,2,5,2,1,1,1,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,4,1,0,1,0,0,3,1,2,4,0,0,0,0,2,2,0,0,0,0,0,0,1,2,3,3,1,10,0,2,1,3,3,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu6497,0,0,3,1,3,1,0,2,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__
Otu18170,0,0,2,1,0,4,0,2,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium
Otu2984,0,0,12,0,0,5,17,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,8,0,0,3,0,1,0,0,0,0,0,0,1,1,7,4,2,0,0,6,1,5,1,1,0,3,1,1,11,1,0,k__Bacteria; p__Acidobacteria; c__EC1113; o__; f__; g__; s__
Otu14417,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
Otu2417,0,0,7,8,1,0,9,3,2,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,7,2,2,7,0,1,2,0,4,2,0,1,0,2,1,2,1,2,1,0,0,3,7,1,0,6,3,0,2,4,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu1689,0,0,1,2,1,2,6,4,2,0,2,3,1,0,0,5,1,3,2,4,0,2,2,0,1,8,0,1,0,2,0,0,0,0,3,0,0,0,11,4,15,8,2,6,7,14,0,10,5,4,7,4,13,6,5,1,4,1,3,1,9,8,2,11,0,5,9,2,6,1,14,25,47,8,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__
Otu5315,0,0,1,4,3,2,0,0,9,2,4,7,1,3,0,1,4,0,0,0,1,2,4,0,1,4,1,2,0,0,0,0,0,0,0,3,0,0,15,3,7,8,2,0,2,0,5,7,0,2,1,2,4,0,2,2,2,2,4,2,4,2,3,4,3,2,0,0,0,0,1,0,4,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__scabrisporus
Otu412,0,0,7,10,5,3,5,6,26,6,5,10,4,1,4,24,16,0,3,14,0,21,14,26,3,13,2,0,0,0,0,0,0,0,0,7,0,0,18,7,1,2,0,11,18,14,13,10,5,3,14,2,29,22,18,18,7,27,3,16,16,12,10,10,20,19,7,0,9,4,7,28,23,0,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
Otu3347,0,0,3,1,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,16,0,0,2,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu1911,0,0,5,8,2,2,6,4,7,6,3,1,2,2,1,0,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,1,1,0,0,1,5,0,2,0,0,0,1,7,7,3,5,3,3,2,6,3,1,2,3,2,6,2,1,1,4,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
Otu6226,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,4,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu3053,0,0,2,7,2,1,1,0,2,2,1,8,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,2,6,0,1,4,2,4,0,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,6,0,0,2,10,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
Otu10586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Chloroflexi; c__P2-11E; o__; f__; g__; s__
Otu1360,0,0,10,2,11,3,0,6,7,7,2,1,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,9,1,5,2,12,3,7,1,1,0,5,5,0,0,0,0,2,3,0,9,2,0,0,2,9,8,2,2,0,10,18,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
Otu2882,0,0,5,9,0,2,0,3,1,0,2,2,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,10,2,4,0,2,1,0,2,1,4,2,2,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
Otu3073,0,0,1,1,0,2,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,1,0,2,0,2,0,1,5,0,1,3,2,0,1,1,1,1,3,1,0,2,0,2,0,3,6,2,0,k__Bacteria; p__Chloroflexi; c__TK17; o__; f__; g__; s__
Otu6376,0,0,2,3,2,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,2,2,0,5,0,4,4,0,2,0,0,0,0,0,0,1,2,0,2,2,6,0,0,11,1,1,1,0,7,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
Otu7803,0,0,2,1,0,0,0,3,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__BME43; o__; f__; g__; s__
Otu6192,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu6896,0,0,1,0,1,4,0,2,0,0,1,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__
Otu11972,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,6,0,0,3,1,1,1,0,0,0,1,0,1,14,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu2339,0,0,9,8,0,5,6,2,1,0,1,6,10,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,6,0,1,0,7,0,0,0,1,0,4,0,0,1,1,0,1,0,0,0,1,0,0,3,0,2,0,1,0,1,1,0,0,4,0,k__Bacteria; p__Chloroflexi; c__TK10; o__; f__; g__; s__
Otu5506,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,60,20,0,65,58,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,73,0,46,92,66,32,85,3,2,28,74,39,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu15796,0,0,1,1,1,0,2,3,0,0,1,2,1,1,1,3,2,0,1,3,0,6,8,5,2,3,4,1,4,2,0,0,0,0,1,5,0,0,0,0,3,1,0,5,0,0,0,2,2,0,0,0,0,0,2,0,3,2,0,1,0,0,7,7,7,3,0,4,0,3,4,7,10,6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales
Otu4185,0,0,1,14,3,3,1,1,4,3,6,4,2,3,0,3,0,0,5,1,0,0,3,11,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,6,1,2,2,2,2,0,2,0,2,4,2,12,1,1,2,2,2,2,2,1,1,0,4,4,0,1,0,0,2,2,6,3,2,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
Otu8843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
Otu5999,0,0,1,0,0,0,0,0,0,2,3,2,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
Otu6957,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,4,0,0,0,0,0,1,0,0,8,k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__
Otu11859,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
Otu5485,0,0,1,0,0,0,0,0,1,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,3,5,0,0,1,12,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,1,2,0,17,0,k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__
Otu11035,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,1,2,3,0,0,0,0,0,0,1,1,0,0,3,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
Otu7022,0,0,3,2,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu12692,0,0,1,1,0,0,1,0,0,5,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,2,2,3,0,0,0,0,3,3,4,0,0,0,0,2,0,4,2,0,0,1,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu3772,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,7,1,0,2,6,6,4,4,0,3,1,3,5,0,0,0,1,5,0,0,2,2,0,0,0,0,1,1,4,3,8,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
Otu6601,0,0,2,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
Otu6603,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__R4-41B; g__; s__
Otu4520,0,0,2,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,2,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__
Otu5073,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__
Otu5005,0,0,1,4,0,0,2,0,4,0,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,2,0,1,0,1,0,5,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
Otu9185,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
Otu2933,0,0,7,0,2,0,0,0,0,0,0,0,9,0,0,1,1,0,10,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,5,2,1,4,1,0,0,1,3,3,1,0,2,0,3,0,3,4,0,12,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
Otu15535,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__
Otu14135,0,0,2,0,1,0,4,2,1,3,0,2,1,4,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,3,0,3,0,0,0,0,1,1,0,0,0,1,0,3,5,6,0,0,0,1,0,1,0,2,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu8411,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__
Otu6278,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,6,1,1,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Planctomycetes; c__vadinHA49; o__DH61; f__; g__; s__
Otu11847,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
Otu6076,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__B97; f__; g__; s__
Otu1927,0,0,1,5,2,0,0,1,2,5,0,1,0,1,0,3,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,1,3,2,2,3,0,2,3,0,5,8,5,18,12,7,5,0,2,0,1,3,4,0,2,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
Otu1182,0,0,4,11,0,0,2,1,1,9,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,2,12,1,1,0,0,7,0,0,2,1,0,1,0,0,6,4,0,16,11,68,13,1,5,2,4,3,1,21,0,2,3,7,30,5,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
Otu2106,0,0,11,5,6,15,5,4,0,1,2,3,0,11,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,6,2,5,1,5,2,0,2,1,3,4,4,0,3,1,2,0,0,0,2,0,2,5,7,3,10,4,5,5,1,2,0,12,6,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
Otu1068,0,0,13,48,18,16,1,28,43,21,17,7,2,19,0,0,1,0,2,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,12,18,22,8,2,21,3,3,4,12,2,7,3,2,2,2,1,4,3,0,8,1,3,7,11,5,6,10,3,0,6,1,10,9,8,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu4829,0,0,3,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,1,0,0,0,3,3,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
Otu4614,0,0,3,24,0,0,0,0,3,9,4,14,2,5,1,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,17,1,1,0,1,6,0,0,2,1,0,4,6,4,3,2,5,0,0,0,0,0,0,15,4,5,0,4,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu17893,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu4001,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,1,0,0,0,2,0,1,0,0,2,0,5,5,0,6,0,0,3,0,1,0,1,3,1,0,0,2,1,2,3,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu11871,0,0,8,1,2,1,2,7,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,2,1,0,1,1,1,5,1,3,2,3,8,3,5,0,0,3,6,1,0,6,0,0,0,8,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
Otu1913,0,0,7,2,0,2,2,0,0,0,1,0,2,0,0,4,3,0,5,2,0,1,4,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,4,0,1,0,1,0,0,1,0,0,1,6,4,5,3,9,5,4,4,4,5,17,4,0,0,1,0,5,0,4,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
Otu2978,0,0,2,3,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
Otu2220,0,0,5,7,0,0,0,6,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,1,0,1,1,3,1,1,1,1,0,2,0,2,0,3,2,3,0,2,5,2,2,1,1,1,7,3,0,3,8,0,1,2,7,0,k__Bacteria; p__BHI80-139; c__; o__; f__; g__; s__
Otu2069,0,0,6,0,1,0,4,9,2,0,2,7,0,10,0,0,0,0,0,0,0,0,0,0,6,5,0,0,15,0,8,0,0,9,0,15,0,0,1,0,0,0,1,0,2,0,0,1,0,4,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0,7,0,0,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
Otu5272,0,0,4,2,3,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,8,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__
Otu3811,0,0,3,3,0,2,0,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,3,1,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu4537,0,0,1,4,0,0,0,2,2,4,0,0,0,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,0,1,2,0,0,2,0,0,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__
